pathway,name,entrez,hgnc
hsa04024,cAMP signaling pathway - Homo sapiens (human),1259,CNGA1
hsa04024,cAMP signaling pathway - Homo sapiens (human),1260,CNGA2
hsa04024,cAMP signaling pathway - Homo sapiens (human),1261,CNGA3
hsa04024,cAMP signaling pathway - Homo sapiens (human),1262,CNGA4
hsa04024,cAMP signaling pathway - Homo sapiens (human),1258,CNGB1
hsa04024,cAMP signaling pathway - Homo sapiens (human),54714,CNGB3
hsa04024,cAMP signaling pathway - Homo sapiens (human),810,CALML3
hsa04024,cAMP signaling pathway - Homo sapiens (human),805,CALM2
hsa04024,cAMP signaling pathway - Homo sapiens (human),808,CALM3
hsa04024,cAMP signaling pathway - Homo sapiens (human),801,CALM1
hsa04024,cAMP signaling pathway - Homo sapiens (human),163688,CALML6
hsa04024,cAMP signaling pathway - Homo sapiens (human),51806,CALML5
hsa04024,cAMP signaling pathway - Homo sapiens (human),91860,CALML4
hsa04024,cAMP signaling pathway - Homo sapiens (human),815,CAMK2A
hsa04024,cAMP signaling pathway - Homo sapiens (human),817,CAMK2D
hsa04024,cAMP signaling pathway - Homo sapiens (human),816,CAMK2B
hsa04024,cAMP signaling pathway - Homo sapiens (human),818,CAMK2G
hsa04024,cAMP signaling pathway - Homo sapiens (human),814,CAMK4
hsa04024,cAMP signaling pathway - Homo sapiens (human),10257,ABCC4
hsa04024,cAMP signaling pathway - Homo sapiens (human),10411,RAPGEF3
hsa04024,cAMP signaling pathway - Homo sapiens (human),11069,RAPGEF4
hsa04024,cAMP signaling pathway - Homo sapiens (human),6237,RRAS
hsa04024,cAMP signaling pathway - Homo sapiens (human),22800,RRAS2
hsa04024,cAMP signaling pathway - Homo sapiens (human),5337,PLD1
hsa04024,cAMP signaling pathway - Homo sapiens (human),5338,PLD2
hsa04024,cAMP signaling pathway - Homo sapiens (human),51196,PLCE1
hsa04024,cAMP signaling pathway - Homo sapiens (human),5599,MAPK8
hsa04024,cAMP signaling pathway - Homo sapiens (human),5602,MAPK10
hsa04024,cAMP signaling pathway - Homo sapiens (human),5601,MAPK9
hsa04024,cAMP signaling pathway - Homo sapiens (human),5906,RAP1A
hsa04024,cAMP signaling pathway - Homo sapiens (human),5908,RAP1B
hsa04024,cAMP signaling pathway - Homo sapiens (human),7074,TIAM1
hsa04024,cAMP signaling pathway - Homo sapiens (human),10451,VAV3
hsa04024,cAMP signaling pathway - Homo sapiens (human),7409,VAV1
hsa04024,cAMP signaling pathway - Homo sapiens (human),7410,VAV2
hsa04024,cAMP signaling pathway - Homo sapiens (human),5879,RAC1
hsa04024,cAMP signaling pathway - Homo sapiens (human),5880,RAC2
hsa04024,cAMP signaling pathway - Homo sapiens (human),5881,RAC3
hsa04024,cAMP signaling pathway - Homo sapiens (human),5058,PAK1
hsa04024,cAMP signaling pathway - Homo sapiens (human),64411,ARAP3
hsa04024,cAMP signaling pathway - Homo sapiens (human),387,RHOA
hsa04024,cAMP signaling pathway - Homo sapiens (human),4301,AFDN
hsa04024,cAMP signaling pathway - Homo sapiens (human),5290,PIK3CA
hsa04024,cAMP signaling pathway - Homo sapiens (human),5293,PIK3CD
hsa04024,cAMP signaling pathway - Homo sapiens (human),5291,PIK3CB
hsa04024,cAMP signaling pathway - Homo sapiens (human),5295,PIK3R1
hsa04024,cAMP signaling pathway - Homo sapiens (human),5296,PIK3R2
hsa04024,cAMP signaling pathway - Homo sapiens (human),8503,PIK3R3
hsa04024,cAMP signaling pathway - Homo sapiens (human),207,AKT1
hsa04024,cAMP signaling pathway - Homo sapiens (human),208,AKT2
hsa04024,cAMP signaling pathway - Homo sapiens (human),10000,AKT3
hsa04024,cAMP signaling pathway - Homo sapiens (human),673,BRAF
hsa04024,cAMP signaling pathway - Homo sapiens (human),5894,RAF1
hsa04024,cAMP signaling pathway - Homo sapiens (human),5604,MAP2K1
hsa04024,cAMP signaling pathway - Homo sapiens (human),5605,MAP2K2
hsa04024,cAMP signaling pathway - Homo sapiens (human),5594,MAPK1
hsa04024,cAMP signaling pathway - Homo sapiens (human),5595,MAPK3
hsa04024,cAMP signaling pathway - Homo sapiens (human),5566,PRKACA
hsa04024,cAMP signaling pathway - Homo sapiens (human),5567,PRKACB
hsa04024,cAMP signaling pathway - Homo sapiens (human),5568,PRKACG
hsa04024,cAMP signaling pathway - Homo sapiens (human),84152,PPP1R1B
hsa04024,cAMP signaling pathway - Homo sapiens (human),5499,PPP1CA
hsa04024,cAMP signaling pathway - Homo sapiens (human),5500,PPP1CB
hsa04024,cAMP signaling pathway - Homo sapiens (human),5501,PPP1CC
hsa04024,cAMP signaling pathway - Homo sapiens (human),1385,CREB1
hsa04024,cAMP signaling pathway - Homo sapiens (human),10488,CREB3
hsa04024,cAMP signaling pathway - Homo sapiens (human),90993,CREB3L1
hsa04024,cAMP signaling pathway - Homo sapiens (human),64764,CREB3L2
hsa04024,cAMP signaling pathway - Homo sapiens (human),84699,CREB3L3
hsa04024,cAMP signaling pathway - Homo sapiens (human),148327,CREB3L4
hsa04024,cAMP signaling pathway - Homo sapiens (human),9586,CREB5
hsa04024,cAMP signaling pathway - Homo sapiens (human),1387,CREBBP
hsa04024,cAMP signaling pathway - Homo sapiens (human),2033,EP300
hsa04024,cAMP signaling pathway - Homo sapiens (human),627,BDNF
hsa04024,cAMP signaling pathway - Homo sapiens (human),2353,FOS
hsa04024,cAMP signaling pathway - Homo sapiens (human),3725,JUN
hsa04024,cAMP signaling pathway - Homo sapiens (human),2737,GLI3
hsa04024,cAMP signaling pathway - Homo sapiens (human),2735,GLI1
hsa04024,cAMP signaling pathway - Homo sapiens (human),5727,PTCH1
hsa04024,cAMP signaling pathway - Homo sapiens (human),64399,HHIP
hsa04024,cAMP signaling pathway - Homo sapiens (human),4792,NFKBIA
hsa04024,cAMP signaling pathway - Homo sapiens (human),4790,NFKB1
hsa04024,cAMP signaling pathway - Homo sapiens (human),5970,RELA
hsa04024,cAMP signaling pathway - Homo sapiens (human),6662,SOX9
hsa04024,cAMP signaling pathway - Homo sapiens (human),268,AMH
hsa04024,cAMP signaling pathway - Homo sapiens (human),5465,PPARA
hsa04024,cAMP signaling pathway - Homo sapiens (human),8310,ACOX3
hsa04024,cAMP signaling pathway - Homo sapiens (human),51,ACOX1
hsa04024,cAMP signaling pathway - Homo sapiens (human),4772,NFATC1
hsa04024,cAMP signaling pathway - Homo sapiens (human),2149,F2R
hsa04024,cAMP signaling pathway - Homo sapiens (human),572,BAD
hsa04024,cAMP signaling pathway - Homo sapiens (human),3991,LIPE
hsa04024,cAMP signaling pathway - Homo sapiens (human),6093,ROCK1
hsa04024,cAMP signaling pathway - Homo sapiens (human),9475,ROCK2
hsa04024,cAMP signaling pathway - Homo sapiens (human),4659,PPP1R12A
hsa04024,cAMP signaling pathway - Homo sapiens (human),10398,MYL9
hsa04024,cAMP signaling pathway - Homo sapiens (human),7137,TNNI3
hsa04024,cAMP signaling pathway - Homo sapiens (human),5350,PLN
hsa04024,cAMP signaling pathway - Homo sapiens (human),6262,RYR2
hsa04024,cAMP signaling pathway - Homo sapiens (human),2902,GRIN1
hsa04024,cAMP signaling pathway - Homo sapiens (human),2903,GRIN2A
hsa04024,cAMP signaling pathway - Homo sapiens (human),2904,GRIN2B
hsa04024,cAMP signaling pathway - Homo sapiens (human),2905,GRIN2C
hsa04024,cAMP signaling pathway - Homo sapiens (human),2906,GRIN2D
hsa04024,cAMP signaling pathway - Homo sapiens (human),116443,GRIN3A
hsa04024,cAMP signaling pathway - Homo sapiens (human),116444,GRIN3B
hsa04024,cAMP signaling pathway - Homo sapiens (human),2890,GRIA1
hsa04024,cAMP signaling pathway - Homo sapiens (human),2891,GRIA2
hsa04024,cAMP signaling pathway - Homo sapiens (human),2892,GRIA3
hsa04024,cAMP signaling pathway - Homo sapiens (human),2893,GRIA4
hsa04024,cAMP signaling pathway - Homo sapiens (human),1080,CFTR
hsa04024,cAMP signaling pathway - Homo sapiens (human),476,ATP1A1
hsa04024,cAMP signaling pathway - Homo sapiens (human),477,ATP1A2
hsa04024,cAMP signaling pathway - Homo sapiens (human),478,ATP1A3
hsa04024,cAMP signaling pathway - Homo sapiens (human),480,ATP1A4
hsa04024,cAMP signaling pathway - Homo sapiens (human),23439,ATP1B4
hsa04024,cAMP signaling pathway - Homo sapiens (human),481,ATP1B1
hsa04024,cAMP signaling pathway - Homo sapiens (human),482,ATP1B2
hsa04024,cAMP signaling pathway - Homo sapiens (human),483,ATP1B3
hsa04024,cAMP signaling pathway - Homo sapiens (human),486,FXYD2
hsa04024,cAMP signaling pathway - Homo sapiens (human),5348,FXYD1
hsa04024,cAMP signaling pathway - Homo sapiens (human),6548,SLC9A1
hsa04024,cAMP signaling pathway - Homo sapiens (human),84876,ORAI1
hsa04024,cAMP signaling pathway - Homo sapiens (human),490,ATP2B1
hsa04024,cAMP signaling pathway - Homo sapiens (human),492,ATP2B3
hsa04024,cAMP signaling pathway - Homo sapiens (human),493,ATP2B4
hsa04024,cAMP signaling pathway - Homo sapiens (human),491,ATP2B2
hsa04024,cAMP signaling pathway - Homo sapiens (human),775,CACNA1C
hsa04024,cAMP signaling pathway - Homo sapiens (human),776,CACNA1D
hsa04024,cAMP signaling pathway - Homo sapiens (human),778,CACNA1F
hsa04024,cAMP signaling pathway - Homo sapiens (human),779,CACNA1S
hsa04024,cAMP signaling pathway - Homo sapiens (human),5139,PDE3A
hsa04024,cAMP signaling pathway - Homo sapiens (human),5140,PDE3B
hsa04024,cAMP signaling pathway - Homo sapiens (human),5141,PDE4A
hsa04024,cAMP signaling pathway - Homo sapiens (human),5142,PDE4B
hsa04024,cAMP signaling pathway - Homo sapiens (human),5143,PDE4C
hsa04024,cAMP signaling pathway - Homo sapiens (human),5144,PDE4D
hsa04024,cAMP signaling pathway - Homo sapiens (human),488,ATP2A2
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),6346,CCL1
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),6370,CCL25
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),6363,CCL19
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),6366,CCL21
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),6348,CCL3
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),6349,CCL3L1
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),414062,CCL3L3
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),6351,CCL4
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),9560,CCL4L2
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),388372,CCL4L2
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),6361,CCL17
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),6367,CCL22
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),6352,CCL5
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),6355,CCL8
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),6358,CCL14
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),6360,CCL16
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),6359,CCL15
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),6368,CCL23
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),6357,CCL13
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),6354,CCL7
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),6347,CCL2
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),6356,CCL11
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),6369,CCL24
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),10344,CCL26
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),10850,CCL27
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),56477,CCL28
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),6362,CCL18
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),6364,CCL20
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),2919,CXCL1
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),2920,CXCL2
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),2921,CXCL3
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),6374,CXCL5
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),6372,CXCL6
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),3576,CXCL8
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),5473,PPBP
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),5196,PF4
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),5197,PF4V1
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),4283,CXCL9
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),3627,CXCL10
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),6373,CXCL11
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),10563,CXCL13
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),6387,CXCL12
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),58191,CXCL16
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),9547,CXCL14
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),284340,CXCL17
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),6375,XCL1
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),6846,XCL2
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),6376,CX3CL1
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),3558,IL2
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),3565,IL4
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),3574,IL7
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),3578,IL9
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),3600,IL15
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),59067,IL21
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),85480,TSLP
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),3562,IL3
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),3567,IL5
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),1437,CSF2
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),3596,IL13
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),2056,EPO
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),2688,GH1
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),2689,GH2
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),1442,CSH1
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),1443,CSH2
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),5617,PRL
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),7066,THPO
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),1440,CSF3
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),3952,LEP
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),3569,IL6
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),3589,IL11
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),3592,IL12A
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),3593,IL12B
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),51561,IL23A
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),246778,IL27
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),386653,IL31
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),23529,CLCF1
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),1270,CNTF
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),1489,CTF1
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),3976,LIF
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),5008,OSM
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),3586,IL10
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),29949,IL19
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),50604,IL20
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),11009,IL24
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),50616,IL22
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),55801,IL26
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),282616,IFNL2
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),282617,IFNL3
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),282618,IFNL1
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),3439,IFNA1
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),3440,IFNA2
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),3441,IFNA4
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),3442,IFNA5
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),3443,IFNA6
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),3444,IFNA7
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),3445,IFNA8
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),3446,IFNA10
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),3447,IFNA13
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),3448,IFNA14
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),3449,IFNA16
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),3451,IFNA17
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),3452,IFNA21
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),3456,IFNB1
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),3467,IFNW1
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),56832,IFNK
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),338376,IFNE
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),3458,IFNG
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),3552,IL1A
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),3553,IL1B
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),3557,IL1RN
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),26525,IL36RN
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),27179,IL36A
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),27177,IL36B
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),56300,IL36G
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),84639,IL1F10
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),27178,IL37
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),3606,IL18
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),90865,IL33
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),3605,IL17A
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),112744,IL17F
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),27190,IL17B
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),27189,IL17C
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),53342,IL17D
hsa04060,Cytokine-cytokine receptor interaction - Homo sapiens (human),64806,IL25
